path	class
skills/0-autoresearch-skill/references/agent-continuity.md	kit-verbatim
skills/0-autoresearch-skill/references/progress-reporting.md	kit-verbatim
skills/0-autoresearch-skill/references/skill-routing.md	kit-verbatim
skills/0-autoresearch-skill/templates/findings.md	kit-verbatim
skills/0-autoresearch-skill/templates/progress-presentation.html	kit-verbatim
skills/0-autoresearch-skill/templates/research-log.md	kit-verbatim
skills/0-autoresearch-skill/templates/research-state.yaml	kit-verbatim
skills/PROVENANCE-AEGIS.md	first-party
skills/PROVENANCE-PRISM.md	first-party
skills/PROVENANCE-TYPESAFE.md	first-party
skills/PROVENANCE-UIUX.md	kit-verbatim
skills/a-evolve/SKILL.md	kit-verbatim
skills/a-evolve/references/README.md	kit-verbatim
skills/a-evolve/references/api.md	kit-verbatim
skills/a-evolve/references/architecture.md	kit-verbatim
skills/a-evolve/references/design-patterns.md	kit-verbatim
skills/a-evolve/references/examples.md	kit-verbatim
skills/a-evolve/references/issues.md	kit-verbatim
skills/a-evolve/references/releases.md	kit-verbatim
skills/a-evolve/references/tutorials.md	kit-verbatim
skills/a11y-audit/SKILL.md	kit-verbatim
skills/academic-plotting/SKILL.md	kit-verbatim
skills/academic-plotting/references/data-visualization.md	kit-verbatim
skills/academic-plotting/references/diagram-generation.md	kit-verbatim
skills/academic-plotting/references/style-guide.md	kit-verbatim
skills/accelerate/SKILL.md	kit-verbatim
skills/accelerate/references/custom-plugins.md	kit-verbatim
skills/accelerate/references/megatron-integration.md	kit-verbatim
skills/accelerate/references/performance.md	kit-verbatim
skills/adaptyv/SKILL.md	kit-verbatim
skills/adaptyv/references/api-endpoints.md	kit-verbatim
skills/adversarial-review/SKILL.md	kit-adapted
skills/aegis-anti-entropy-governance/SKILL.md	vendored:aegis
skills/aegis-brainstorming/SKILL.md	vendored:aegis
skills/aegis-brainstorming/expanded-design-guidance.md	vendored:aegis
skills/aegis-brainstorming/spec-document-reviewer-prompt.md	vendored:aegis
skills/aegis-communicating-concisely/SKILL.md	vendored:aegis
skills/aegis-dispatching-parallel-agents/SKILL.md	vendored:aegis
skills/aegis-establishing-project-context/CONTEXT-FORMAT.md	vendored:aegis
skills/aegis-establishing-project-context/SKILL.md	vendored:aegis
skills/aegis-executing-plans/SKILL.md	vendored:aegis
skills/aegis-finishing-a-development-branch/SKILL.md	vendored:aegis
skills/aegis-first-principles-review/SKILL.md	vendored:aegis
skills/aegis-goal-framing/SKILL.md	vendored:aegis
skills/aegis-long-task-continuation/SKILL.md	vendored:aegis
skills/aegis-long-task-continuation/durable-work-guidance.md	vendored:aegis
skills/aegis-receiving-code-review/SKILL.md	vendored:aegis
skills/aegis-recording-architecture-decisions/SKILL.md	vendored:aegis
skills/aegis-requesting-code-review/SKILL.md	vendored:aegis
skills/aegis-requesting-code-review/code-reviewer.md	vendored:aegis
skills/aegis-subagent-driven-development/SKILL.md	vendored:aegis
skills/aegis-subagent-driven-development/code-quality-reviewer-prompt.md	vendored:aegis
skills/aegis-subagent-driven-development/implementer-prompt.md	vendored:aegis
skills/aegis-subagent-driven-development/spec-reviewer-prompt.md	vendored:aegis
skills/aegis-systematic-debugging/SKILL.md	vendored:aegis
skills/aegis-systematic-debugging/advanced-debugging-governance.md	vendored:aegis
skills/aegis-systematic-debugging/condition-based-waiting-example.ts	vendored:aegis
skills/aegis-systematic-debugging/condition-based-waiting.md	vendored:aegis
skills/aegis-systematic-debugging/defense-in-depth.md	vendored:aegis
skills/aegis-systematic-debugging/feedback-loop-construction.md	vendored:aegis
skills/aegis-systematic-debugging/find-polluter.sh	vendored:aegis
skills/aegis-systematic-debugging/root-cause-claim-contract.md	vendored:aegis
skills/aegis-systematic-debugging/root-cause-tracing.md	vendored:aegis
skills/aegis-test-driven-development/SKILL.md	vendored:aegis
skills/aegis-update-aegis/SKILL.md	vendored:aegis
skills/aegis-using-aegis/SKILL.md	vendored:aegis
skills/aegis-using-aegis/references/antigravity-tools.md	vendored:aegis
skills/aegis-using-aegis/references/codex-tools.md	vendored:aegis
skills/aegis-using-aegis/references/complexity-governance.md	vendored:aegis
skills/aegis-using-aegis/references/copilot-tools.md	vendored:aegis
skills/aegis-using-aegis/references/skill-discipline.md	vendored:aegis
skills/aegis-using-git-worktrees/SKILL.md	vendored:aegis
skills/aegis-verification-before-completion/SKILL.md	vendored:aegis
skills/aegis-verification-before-completion/expanded-closeout.md	vendored:aegis
skills/aegis-writing-plans/SKILL.md	vendored:aegis
skills/aegis-writing-plans/expanded-planning-guidance.md	vendored:aegis
skills/aegis-writing-plans/plan-document-reviewer-prompt.md	vendored:aegis
skills/aegis-writing-skills/SKILL.md	vendored:aegis
skills/aegis-writing-skills/testing-skills-with-subagents.md	vendored:aegis
skills/aeon/SKILL.md	kit-verbatim
skills/aeon/references/anomaly_detection.md	kit-verbatim
skills/aeon/references/classification.md	kit-verbatim
skills/aeon/references/clustering.md	kit-verbatim
skills/aeon/references/datasets_benchmarking.md	kit-verbatim
skills/aeon/references/distances.md	kit-verbatim
skills/aeon/references/forecasting.md	kit-verbatim
skills/aeon/references/networks.md	kit-verbatim
skills/aeon/references/regression.md	kit-verbatim
skills/aeon/references/segmentation.md	kit-verbatim
skills/aeon/references/similarity_search.md	kit-verbatim
skills/aeon/references/transformations.md	kit-verbatim
skills/alphaear-deepear-lite/SKILL.md	kit-verbatim
skills/alphaear-deepear-lite/scripts/deepear_lite.py	kit-verbatim
skills/alphaear-logic-visualizer/SKILL.md	kit-verbatim
skills/alphaear-logic-visualizer/references/PROMPTS.md	kit-verbatim
skills/alphaear-logic-visualizer/scripts/__init__.py	kit-verbatim
skills/alphaear-logic-visualizer/scripts/visualizer.py	kit-verbatim
skills/alphaear-logic-visualizer/scripts/visualizer_prompt.py	kit-verbatim
skills/alphaear-logic-visualizer/tests/test_visualizer.py	kit-verbatim
skills/alphaear-news/SKILL.md	kit-verbatim
skills/alphaear-news/references/sources.md	kit-verbatim
skills/alphaear-news/scripts/__init__.py	kit-verbatim
skills/alphaear-news/scripts/content_extractor.py	kit-verbatim
skills/alphaear-news/scripts/database_manager.py	kit-verbatim
skills/alphaear-news/scripts/news_tools.py	kit-verbatim
skills/alphaear-news/tests/test_news.py	kit-verbatim
skills/alphaear-predictor/SKILL.md	kit-verbatim
skills/alphaear-predictor/references/PROMPTS.md	kit-verbatim
skills/alphaear-predictor/scripts/__init__.py	kit-verbatim
skills/alphaear-predictor/scripts/forecast_agent.py	kit-verbatim
skills/alphaear-predictor/scripts/json_utils.py	kit-verbatim
skills/alphaear-predictor/scripts/kronos_predictor.py	kit-verbatim
skills/alphaear-predictor/scripts/predictor/exports/models/kronos_news_v1_20260101_0015.pt	kit-verbatim
skills/alphaear-predictor/scripts/predictor/model/__init__.py	kit-verbatim
skills/alphaear-predictor/scripts/predictor/model/kronos.py	kit-verbatim
skills/alphaear-predictor/scripts/predictor/model/module.py	kit-verbatim
skills/alphaear-predictor/scripts/prompts/fin_agent.py	kit-verbatim
skills/alphaear-predictor/scripts/prompts/forecast_analyst.py	kit-verbatim
skills/alphaear-predictor/scripts/prompts/intent_agent.py	kit-verbatim
skills/alphaear-predictor/scripts/prompts/isq_prompt_generator.py	kit-verbatim
skills/alphaear-predictor/scripts/prompts/report_agent.py	kit-verbatim
skills/alphaear-predictor/scripts/prompts/trend_agent.py	kit-verbatim
skills/alphaear-predictor/scripts/prompts/visualizer.py	kit-verbatim
skills/alphaear-predictor/scripts/schema/isq_template.py	kit-verbatim
skills/alphaear-predictor/scripts/schema/models.py	kit-verbatim
skills/alphaear-predictor/scripts/utils/__init__.py	kit-verbatim
skills/alphaear-predictor/scripts/utils/database_manager.py	kit-verbatim
skills/alphaear-predictor/scripts/utils/json_utils.py	kit-verbatim
skills/alphaear-predictor/scripts/utils/llm/capability.py	kit-verbatim
skills/alphaear-predictor/scripts/utils/llm/factory.py	kit-verbatim
skills/alphaear-predictor/scripts/utils/llm/router.py	kit-verbatim
skills/alphaear-predictor/scripts/utils/logging_setup.py	kit-verbatim
skills/alphaear-predictor/scripts/utils/predictor/evaluation.py	kit-verbatim
skills/alphaear-predictor/scripts/utils/predictor/kline_generate.py	kit-verbatim
skills/alphaear-predictor/scripts/utils/predictor/model/__init__.py	kit-verbatim
skills/alphaear-predictor/scripts/utils/predictor/model/kronos.py	kit-verbatim
skills/alphaear-predictor/scripts/utils/predictor/model/module.py	kit-verbatim
skills/alphaear-predictor/scripts/utils/predictor/training.py	kit-verbatim
skills/alphaear-predictor/scripts/utils/search_tools.py	kit-verbatim
skills/alphaear-predictor/scripts/utils/stock_tools.py	kit-verbatim
skills/alphaear-predictor/tests/test_predictor.py	kit-verbatim
skills/alphaear-reporter/SKILL.md	kit-verbatim
skills/alphaear-reporter/references/PROMPTS.md	kit-verbatim
skills/alphaear-reporter/scripts/__init__.py	kit-verbatim
skills/alphaear-reporter/scripts/prompts/fin_agent.py	kit-verbatim
skills/alphaear-reporter/scripts/prompts/forecast_analyst.py	kit-verbatim
skills/alphaear-reporter/scripts/prompts/intent_agent.py	kit-verbatim
skills/alphaear-reporter/scripts/prompts/isq_prompt_generator.py	kit-verbatim
skills/alphaear-reporter/scripts/prompts/report_agent.py	kit-verbatim
skills/alphaear-reporter/scripts/prompts/trend_agent.py	kit-verbatim
skills/alphaear-reporter/scripts/prompts/visualizer.py	kit-verbatim
skills/alphaear-reporter/scripts/report_agent.py	kit-verbatim
skills/alphaear-reporter/scripts/schema/isq_template.py	kit-verbatim
skills/alphaear-reporter/scripts/schema/models.py	kit-verbatim
skills/alphaear-reporter/scripts/tools/__init__.py	kit-verbatim
skills/alphaear-reporter/scripts/tools/toolkits.py	kit-verbatim
skills/alphaear-reporter/scripts/utils/__init__.py	kit-verbatim
skills/alphaear-reporter/scripts/utils/content_extractor.py	kit-verbatim
skills/alphaear-reporter/scripts/utils/database_manager.py	kit-verbatim
skills/alphaear-reporter/scripts/utils/hybrid_search.py	kit-verbatim
skills/alphaear-reporter/scripts/utils/json_utils.py	kit-verbatim
skills/alphaear-reporter/scripts/utils/llm/capability.py	kit-verbatim
skills/alphaear-reporter/scripts/utils/llm/factory.py	kit-verbatim
skills/alphaear-reporter/scripts/utils/llm/router.py	kit-verbatim
skills/alphaear-reporter/scripts/utils/logging_setup.py	kit-verbatim
skills/alphaear-reporter/scripts/utils/news_tools.py	kit-verbatim
skills/alphaear-reporter/scripts/utils/predictor/evaluation.py	kit-verbatim
skills/alphaear-reporter/scripts/utils/predictor/kline_generate.py	kit-verbatim
skills/alphaear-reporter/scripts/utils/predictor/model/__init__.py	kit-verbatim
skills/alphaear-reporter/scripts/utils/predictor/model/kronos.py	kit-verbatim
skills/alphaear-reporter/scripts/utils/predictor/model/module.py	kit-verbatim
skills/alphaear-reporter/scripts/utils/predictor/training.py	kit-verbatim
skills/alphaear-reporter/scripts/utils/search_tools.py	kit-verbatim
skills/alphaear-reporter/scripts/utils/sentiment_tools.py	kit-verbatim
skills/alphaear-reporter/scripts/utils/stock_tools.py	kit-verbatim
skills/alphaear-reporter/scripts/visualizer.py	kit-verbatim
skills/alphaear-reporter/tests/test_reporter.py	kit-verbatim
skills/alphaear-search/SKILL.md	kit-verbatim
skills/alphaear-search/references/PROMPTS.md	kit-verbatim
skills/alphaear-search/scripts/__init__.py	kit-verbatim
skills/alphaear-search/scripts/content_extractor.py	kit-verbatim
skills/alphaear-search/scripts/database_manager.py	kit-verbatim
skills/alphaear-search/scripts/hybrid_search.py	kit-verbatim
skills/alphaear-search/scripts/llm/__init__.py	kit-verbatim
skills/alphaear-search/scripts/llm/capability.py	kit-verbatim
skills/alphaear-search/scripts/llm/factory.py	kit-verbatim
skills/alphaear-search/scripts/llm/router.py	kit-verbatim
skills/alphaear-search/scripts/search_tools.py	kit-verbatim
skills/alphaear-search/scripts/sentiment_tools.py	kit-verbatim
skills/alphaear-search/tests/test_search.py	kit-verbatim
skills/alphaear-sentiment/SKILL.md	kit-verbatim
skills/alphaear-sentiment/scripts/__init__.py	kit-verbatim
skills/alphaear-sentiment/scripts/database_manager.py	kit-verbatim
skills/alphaear-sentiment/scripts/llm/capability.py	kit-verbatim
skills/alphaear-sentiment/scripts/llm/factory.py	kit-verbatim
skills/alphaear-sentiment/scripts/llm/router.py	kit-verbatim
skills/alphaear-sentiment/scripts/sentiment_tools.py	kit-verbatim
skills/alphaear-sentiment/tests/test_sentiment.py	kit-verbatim
skills/alphaear-signal-tracker/SKILL.md	kit-verbatim
skills/alphaear-signal-tracker/references/PROMPTS.md	kit-verbatim
skills/alphaear-signal-tracker/scripts/__init__.py	kit-verbatim
skills/alphaear-signal-tracker/scripts/fin_agent.py	kit-verbatim
skills/alphaear-signal-tracker/scripts/prompts/fin_agent.py	kit-verbatim
skills/alphaear-signal-tracker/scripts/prompts/forecast_analyst.py	kit-verbatim
skills/alphaear-signal-tracker/scripts/prompts/intent_agent.py	kit-verbatim
skills/alphaear-signal-tracker/scripts/prompts/isq_prompt_generator.py	kit-verbatim
skills/alphaear-signal-tracker/scripts/prompts/report_agent.py	kit-verbatim
skills/alphaear-signal-tracker/scripts/prompts/trend_agent.py	kit-verbatim
skills/alphaear-signal-tracker/scripts/prompts/visualizer.py	kit-verbatim
skills/alphaear-signal-tracker/scripts/schema/isq_template.py	kit-verbatim
skills/alphaear-signal-tracker/scripts/schema/models.py	kit-verbatim
skills/alphaear-signal-tracker/scripts/tools/__init__.py	kit-verbatim
skills/alphaear-signal-tracker/scripts/tools/toolkits.py	kit-verbatim
skills/alphaear-signal-tracker/scripts/utils/__init__.py	kit-verbatim
skills/alphaear-signal-tracker/scripts/utils/content_extractor.py	kit-verbatim
skills/alphaear-signal-tracker/scripts/utils/database_manager.py	kit-verbatim
skills/alphaear-signal-tracker/scripts/utils/hybrid_search.py	kit-verbatim
skills/alphaear-signal-tracker/scripts/utils/json_utils.py	kit-verbatim
skills/alphaear-signal-tracker/scripts/utils/llm/capability.py	kit-verbatim
skills/alphaear-signal-tracker/scripts/utils/llm/factory.py	kit-verbatim
skills/alphaear-signal-tracker/scripts/utils/llm/router.py	kit-verbatim
skills/alphaear-signal-tracker/scripts/utils/logging_setup.py	kit-verbatim
skills/alphaear-signal-tracker/scripts/utils/md_to_html.py	kit-verbatim
skills/alphaear-signal-tracker/scripts/utils/news_tools.py	kit-verbatim
skills/alphaear-signal-tracker/scripts/utils/predictor/evaluation.py	kit-verbatim
skills/alphaear-signal-tracker/scripts/utils/predictor/kline_generate.py	kit-verbatim
skills/alphaear-signal-tracker/scripts/utils/predictor/model/__init__.py	kit-verbatim
skills/alphaear-signal-tracker/scripts/utils/predictor/model/kronos.py	kit-verbatim
skills/alphaear-signal-tracker/scripts/utils/predictor/model/module.py	kit-verbatim
skills/alphaear-signal-tracker/scripts/utils/predictor/training.py	kit-verbatim
skills/alphaear-signal-tracker/scripts/utils/search_tools.py	kit-verbatim
skills/alphaear-signal-tracker/scripts/utils/sentiment_tools.py	kit-verbatim
skills/alphaear-signal-tracker/scripts/utils/stock_tools.py	kit-verbatim
skills/alphaear-signal-tracker/tests/test_tracker.py	kit-verbatim
skills/alphaear-stock/SKILL.md	kit-verbatim
skills/alphaear-stock/scripts/__init__.py	kit-verbatim
skills/alphaear-stock/scripts/database_manager.py	kit-verbatim
skills/alphaear-stock/scripts/stock_tools.py	kit-verbatim
skills/alphaear-stock/tests/test_stock.py	kit-verbatim
skills/alphafold_database_fetch_and_analyze/SKILL.md	kit-verbatim
skills/alphafold_database_fetch_and_analyze/references/citation.bib	kit-verbatim
skills/alphafold_database_fetch_and_analyze/scripts/analyze_pae.py	kit-verbatim
skills/alphafold_database_fetch_and_analyze/scripts/analyze_plddt.py	kit-verbatim
skills/alphafold_database_fetch_and_analyze/scripts/fetch_structure.py	kit-verbatim
skills/alphagenome_single_variant_analysis/SKILL.md	kit-verbatim
skills/alphagenome_single_variant_analysis/docs/alphagenome-api.md	kit-verbatim
skills/alphagenome_single_variant_analysis/docs/examples/model_limitation_RNU4ATAC/README.md	kit-verbatim
skills/alphagenome_single_variant_analysis/docs/examples/model_limitation_RNU4ATAC/ism_skeletal_muscle_RNA_SEQ.png	kit-verbatim
skills/alphagenome_single_variant_analysis/docs/examples/model_limitation_RNU4ATAC/plot_skeletal_muscle_RNU4ATAC_detail.png	kit-verbatim
skills/alphagenome_single_variant_analysis/docs/examples/model_limitation_RNU4ATAC/plot_skeletal_muscle_RNU4ATAC_effects.png	kit-verbatim
skills/alphagenome_single_variant_analysis/docs/examples/model_limitation_RNU4ATAC/plot_skeletal_muscle_RNU4ATAC_wholegene.png	kit-verbatim
skills/alphagenome_single_variant_analysis/docs/examples/model_limitation_RNU4ATAC/report.md	kit-verbatim
skills/alphagenome_single_variant_analysis/docs/examples/negative_result_GATA4/README.md	kit-verbatim
skills/alphagenome_single_variant_analysis/docs/examples/negative_result_GATA4/ism_heart_DNASE.png	kit-verbatim
skills/alphagenome_single_variant_analysis/docs/examples/negative_result_GATA4/plot_heart_GATA4_detail.png	kit-verbatim
skills/alphagenome_single_variant_analysis/docs/examples/negative_result_GATA4/plot_heart_GATA4_effects.png	kit-verbatim
skills/alphagenome_single_variant_analysis/docs/examples/negative_result_GATA4/plot_heart_GATA4_wholegene.png	kit-verbatim
skills/alphagenome_single_variant_analysis/docs/examples/negative_result_GATA4/report.md	kit-verbatim
skills/alphagenome_single_variant_analysis/docs/examples/negative_result_TGFB3/README.md	kit-verbatim
skills/alphagenome_single_variant_analysis/docs/examples/negative_result_TGFB3/ism_heart_ATAC.png	kit-verbatim
skills/alphagenome_single_variant_analysis/docs/examples/negative_result_TGFB3/ism_heart_RNA_SEQ.png	kit-verbatim
skills/alphagenome_single_variant_analysis/docs/examples/negative_result_TGFB3/plot_heart_TGFB3_detail.png	kit-verbatim
skills/alphagenome_single_variant_analysis/docs/examples/negative_result_TGFB3/plot_heart_TGFB3_effects.png	kit-verbatim
skills/alphagenome_single_variant_analysis/docs/examples/negative_result_TGFB3/plot_heart_TGFB3_wholegene.png	kit-verbatim
skills/alphagenome_single_variant_analysis/docs/examples/negative_result_TGFB3/report.md	kit-verbatim
skills/alphagenome_single_variant_analysis/docs/examples/polyadenylation_HBA2/README.md	kit-verbatim
skills/alphagenome_single_variant_analysis/docs/examples/polyadenylation_HBA2/ism_K562_RNA_SEQ.png	kit-verbatim
skills/alphagenome_single_variant_analysis/docs/examples/polyadenylation_HBA2/plot_K562_HBA2_effects.png	kit-verbatim
skills/alphagenome_single_variant_analysis/docs/examples/polyadenylation_HBA2/plot_K562_HBA2_wholegene.png	kit-verbatim
skills/alphagenome_single_variant_analysis/docs/examples/polyadenylation_HBA2/report.md	kit-verbatim
skills/alphagenome_single_variant_analysis/docs/examples/regulatory/README.md	kit-verbatim
skills/alphagenome_single_variant_analysis/docs/examples/regulatory/apoa1_promoter/ism_heart_left_ventricle_RNA_SEQ.png	kit-verbatim
skills/alphagenome_single_variant_analysis/docs/examples/regulatory/apoa1_promoter/ism_liver_RNA_SEQ.png	kit-verbatim
skills/alphagenome_single_variant_analysis/docs/examples/regulatory/apoa1_promoter/plot_heart_left_ventricle_APOA1_effects.png	kit-verbatim
skills/alphagenome_single_variant_analysis/docs/examples/regulatory/apoa1_promoter/plot_liver_APOA1_effects.png	kit-verbatim
skills/alphagenome_single_variant_analysis/docs/examples/regulatory/apoa1_promoter/report.md	kit-verbatim
skills/alphagenome_single_variant_analysis/docs/examples/splicing/README.md	kit-verbatim
skills/alphagenome_single_variant_analysis/docs/examples/splicing/col6a2_exon_extension.png	kit-verbatim
skills/alphagenome_single_variant_analysis/docs/examples/splicing/col6a2_report.md	kit-verbatim
skills/alphagenome_single_variant_analysis/docs/examples/splicing/dlg1_exon_skipping.png	kit-verbatim
skills/alphagenome_single_variant_analysis/docs/examples/splicing/dlg1_report.md	kit-verbatim
skills/alphagenome_single_variant_analysis/docs/interpretation-guide.md	kit-verbatim
skills/alphagenome_single_variant_analysis/docs/report-templates.md	kit-verbatim
skills/alphagenome_single_variant_analysis/pyproject.toml	kit-verbatim
skills/alphagenome_single_variant_analysis/references/citation.bib	kit-verbatim
skills/alphagenome_single_variant_analysis/scripts/analyze_ism.py	kit-verbatim
skills/alphagenome_single_variant_analysis/scripts/generate_ontology_mapping.py	kit-verbatim
skills/alphagenome_single_variant_analysis/scripts/interpret_splicing.py	kit-verbatim
skills/alphagenome_single_variant_analysis/scripts/lookup_gene_info.py	kit-verbatim
skills/alphagenome_single_variant_analysis/scripts/resolve_ontology_terms.py	kit-verbatim
skills/alphagenome_single_variant_analysis/scripts/visualize_genome_tracks.py	kit-verbatim
skills/alphagenome_single_variant_analysis/scripts/visualize_variant_effects.py	kit-verbatim
skills/anndata/SKILL.md	kit-verbatim
skills/anndata/references/best_practices.md	kit-verbatim
skills/anndata/references/concatenation.md	kit-verbatim
skills/anndata/references/data_structure.md	kit-verbatim
skills/anndata/references/io_operations.md	kit-verbatim
skills/anndata/references/manipulation.md	kit-verbatim
skills/anti-hollow-green/SKILL.md	kit-adapted
skills/apply-aesthetic/SKILL.md	kit-verbatim
skills/arbor/SKILL.md	kit-verbatim
skills/arbor/references/arbor-upstream.md	kit-verbatim
skills/arbor/references/executor-brief.md	kit-verbatim
skills/arbor/references/htr-methodology.md	kit-verbatim
skills/arbor/references/report-template.md	kit-verbatim
skills/arbor/scripts/tree.py	kit-verbatim
skills/arboreto/SKILL.md	kit-verbatim
skills/arboreto/references/algorithms.md	kit-verbatim
skills/arboreto/references/basic_inference.md	kit-verbatim
skills/arboreto/references/distributed_computing.md	kit-verbatim
skills/arboreto/scripts/basic_grn_inference.py	kit-verbatim
skills/assembling-components/SKILL.md	kit-verbatim
skills/assembling-components/assets/templates/python/README.md	kit-verbatim
skills/assembling-components/assets/templates/react/README.md	kit-verbatim
skills/assembling-components/assets/templates/rust/README.md	kit-verbatim
skills/assembling-components/examples/README.md	kit-verbatim
skills/assembling-components/examples/fastapi-dashboard/README.md	kit-verbatim
skills/assembling-components/examples/nextjs-dashboard/README.md	kit-verbatim
skills/assembling-components/examples/react-dashboard/README.md	kit-verbatim
skills/assembling-components/examples/rust-axum-dashboard/README.md	kit-verbatim
skills/assembling-components/outputs.yaml	kit-verbatim
skills/assembling-components/references/library-context.md	kit-verbatim
skills/assembling-components/references/nextjs-template.md	kit-verbatim
skills/assembling-components/references/python-fastapi-template.md	kit-verbatim
skills/assembling-components/references/react-vite-template.md	kit-verbatim
skills/assembling-components/references/rust-axum-template.md	kit-verbatim
skills/assembling-components/references/token-validation-rules.md	kit-verbatim
skills/assembling-components/scripts/check_imports.py	kit-verbatim
skills/assembling-components/scripts/generate_exports.py	kit-verbatim
skills/assembling-components/scripts/generate_scaffold.py	kit-verbatim
skills/assembling-components/scripts/validate_tokens.py	kit-verbatim
skills/astropy/SKILL.md	kit-verbatim
skills/astropy/references/coordinates.md	kit-verbatim
skills/astropy/references/cosmology.md	kit-verbatim
skills/astropy/references/fits.md	kit-verbatim
skills/astropy/references/tables.md	kit-verbatim
skills/astropy/references/time.md	kit-verbatim
skills/astropy/references/units.md	kit-verbatim
skills/astropy/references/wcs_and_other_modules.md	kit-verbatim
skills/audiocraft/SKILL.md	kit-verbatim
skills/audiocraft/references/advanced-usage.md	kit-verbatim
skills/audiocraft/references/troubleshooting.md	kit-verbatim
skills/autogpt/SKILL.md	kit-verbatim
skills/autogpt/references/advanced-usage.md	kit-verbatim
skills/autogpt/references/troubleshooting.md	kit-verbatim
skills/autoskill/.gitignore	kit-verbatim
skills/autoskill/SKILL.md	kit-verbatim
skills/autoskill/config.yaml	kit-verbatim
skills/autoskill/references/https-proxy.md	kit-verbatim
skills/autoskill/references/screenpipe-config.yaml	kit-verbatim
skills/autoskill/scripts/autoskill.py	kit-verbatim
skills/autoskill/scripts/backends.py	kit-verbatim
skills/autoskill/scripts/cluster.py	kit-verbatim
skills/autoskill/scripts/doctor.py	kit-verbatim
skills/autoskill/scripts/fetch_window.py	kit-verbatim
skills/autoskill/scripts/match_skills.py	kit-verbatim
skills/autoskill/scripts/promote.py	kit-verbatim
skills/autoskill/scripts/redact.py	kit-verbatim
skills/autoskill/scripts/run.py	kit-verbatim
skills/autoskill/scripts/synthesize.py	kit-verbatim
skills/autoskill/tests/conftest.py	kit-verbatim
skills/autoskill/tests/smoke_lmstudio.py	kit-verbatim
skills/autoskill/tests/test_backends.py	kit-verbatim
skills/autoskill/tests/test_cli.py	kit-verbatim
skills/autoskill/tests/test_cluster.py	kit-verbatim
skills/autoskill/tests/test_doctor.py	kit-verbatim
skills/autoskill/tests/test_e2e.py	kit-verbatim
skills/autoskill/tests/test_fetch_window.py	kit-verbatim
skills/autoskill/tests/test_match_skills.py	kit-verbatim
skills/autoskill/tests/test_promote.py	kit-verbatim
